,atds
1069,0.513
1070,0.5729
1071,0.559
1072,0.5634
1073,0.51
1074,0.5211
1075,0.5552
1076,0.5967
1077,0.5739
1078,0.4907
1079,0.5085
1080,0.5076
1081,0.5459
1082,0.4406
1083,0.5321
1084,0.5711
1085,0.5694
1086,0.5418
1087,0.5075
1088,0.5559
1089,0.5364
1090,0.5615
1091,0.5397
1092,0.5256
1093,0.5488
1094,0.5743
1095,0.5828
1096,0.6244
1097,0.5487
1098,0.5394
1099,0.5951
1100,0.5149
1101,0.5163
1102,0.4878
1103,0.5337
1104,0.5127
1105,0.5589
1106,0.5227
1107,0.5801
1108,0.4932
1109,0.5185
1110,0.6015
1111,0.532
1112,0.6219
1113,0.5093
1114,0.6204
1115,0.5766
1116,0.4928
1117,0.4753
1118,0.5431
1119,0.5617
1120,0.5203
1121,0.5298
1122,0.5406
1123,0.5765
1124,0.5637
1125,0.5718
1126,0.5216
1127,0.5485
1128,0.5766
1129,0.5994
1130,0.572
1131,0.5188
1132,0.5817
1133,0.4995
1134,0.5366
1135,0.5459
1136,0.5301
1137,0.5167
1138,0.541
1139,0.522
1140,0.4971
1141,0.5415
1142,0.5501
1143,0.5255
1144,0.5492
1145,0.6015
1146,0.5619
1147,0.5807
1148,0.6134
1149,0.519
1150,0.3691
1151,0.4865
1152,0.5383
1153,0.4601
1154,0.4899
1155,0.537
1156,0.4888
1157,0.5366
1158,0.5127
1159,0.5452
1160,0.5238
1161,0.5785
1162,0.5647
1163,0.5714
1164,0.5647
1165,0.5639
1166,0.5106
1167,0.5434
1168,0.5598
1169,0.5345
1170,0.5487
1171,0.507
1172,0.4981
1173,0.5669
1174,0.5184
1175,0.5814
1176,0.5334
1177,0.5399
1178,0.5211
1179,0.5147
1180,0.4776
1181,0.5695
1182,0.5711
1183,0.5278
1184,0.5311
1185,0.5172
1186,0.5797
1187,0.5239
1188,0.6017
1189,0.5234
1190,0.5598
1191,0.5796
1192,0.4354
1193,0.5463
1194,0.5453
1195,0.5439
1196,0.4903
1197,0.5169
1198,0.5703
1199,0.519
1200,0.5197
1201,0.5952
1202,0.5592
1203,0.5488
1204,0.5373
1205,0.5951
1206,0.5251
1207,0.5441
1208,0.5293
1209,0.566
1210,0.5738
1211,0.5785
1212,0.4646
1213,0.4888
1214,0.5485
1215,0.5554
1216,0.5196
1217,0.552
1218,0.5627
1219,0.5344
1220,0.577
1221,0.5508
1222,0.4299
1223,0.5511
1224,0.5814
1225,0.4495
1226,0.4945
1227,0.5771
1228,0.5739
1229,0.5475
1230,0.5674
1231,0.5617
1232,0.5358
1233,0.6119
1234,0.5679
1235,0.467
1236,0.5589
1237,0.4772
1238,0.5956
1239,0.5404
1240,0.5087
1241,0.5932
1242,0.5159
1243,0.604
1244,0.4706
1245,0.5198
1246,0.5259
1247,0.5389
1248,0.5448
1249,0.5906
1250,0.5707
1251,0.5177
1252,0.5066
1253,0.5628
1254,0.5536
1255,0.5041
1256,0.5367
1257,0.5086
1258,0.5094
1259,0.5643
1260,0.578
1261,0.5674
1262,0.5648
1263,0.5463
1264,0.4775
1265,0.5543
1266,0.5032
1267,0.485
1268,0.5609
1269,0.5922
1270,0.4905
1271,0.5544
1272,0.5437
1273,0.5095
1274,0.5495
1275,0.5754
1276,0.4933
1277,0.4485
1278,0.5865
1279,0.494
1280,0.5414
1281,0.5193
1282,0.4591
1283,0.6003
1284,0.4892
1285,0.5122
1286,0.6059
1287,0.5529
1288,0.4582
1289,0.4987
1290,0.4656
1291,0.5315
1292,0.5418
1293,0.5376
1294,0.5814
1295,0.5661
1296,0.5624
1297,0.5731
1298,0.6079
1299,0.5604
1300,0.6101
1301,0.5277
1302,0.5542
1303,0.5592
1304,0.5919
1305,0.5422
1306,0.5402
1307,0.554
1308,0.5337
1309,0.5573
1310,0.488
1311,0.5544
1312,0.5112
1313,0.5186
1314,0.5333
1315,0.5587
1316,0.5093
1317,0.599
1318,0.5895
1319,0.5201
1320,0.5232
1321,0.5506
1322,0.551
1323,0.5678
1324,0.4634
1325,0.5559
1326,0.5084
1327,0.5741
1328,0.5277
1329,0.5466
1330,0.527
1331,0.556
1332,0.5416
1333,0.5877
1334,0.5567
1335,0.4861
1336,0.5511
1337,0.5709
1338,0.5346
1339,0.5564
1340,0.542
1341,0.4725
1342,0.4888
1343,0.6007
1344,0.4796
1345,0.5466
1346,0.5358
1347,0.5575
1348,0.5756
1349,0.5258
1350,0.5208
1351,0.5746
1352,0.5154
1353,0.5008
1354,0.5494
1355,0.5219
1356,0.5464
1357,0.557
1358,0.5417
1359,0.5621
1360,0.5546
1361,0.544
1362,0.5457
1363,0.5737
1364,0.5383
1365,0.5674
1366,0.5386
1367,0.4771
1368,0.4861
1369,0.484
