,atds
898,0.5828
899,0.543
900,0.4254
901,0.5002
902,0.4828
903,0.486
904,0.521
905,0.5054
906,0.4992
907,0.5033
908,0.4606
909,0.4962
910,0.5387
911,0.5389
912,0.5456
913,0.5493
914,0.4465
915,0.4696
916,0.4862
917,0.3604
918,0.539
919,0.5471
920,0.5041
921,0.5382
922,0.4623
923,0.55
924,0.4427
925,0.4812
926,0.4969
927,0.5016
928,0.5563
929,0.4297
930,0.52
931,0.5077
932,0.5229
933,0.479
934,0.5137
935,0.5315
936,0.5667
937,0.5516
938,0.5388
939,0.5234
940,0.5313
941,0.5655
942,0.4697
943,0.5425
944,0.451
945,0.5179
946,0.4305
947,0.5487
948,0.4877
949,0.5371
950,0.5271
951,0.4899
952,0.5957
953,0.5725
954,0.4482
955,0.4536
956,0.5029
957,0.5655
958,0.4867
959,0.5083
960,0.5661
961,0.4971
962,0.5548
963,0.4822
964,0.4894
965,0.4826
966,0.5255
967,0.5228
968,0.5417
969,0.4936
970,0.5543
971,0.4689
972,0.5129
973,0.4772
974,0.5497
975,0.5696
976,0.4913
977,0.5531
978,0.5711
979,0.5361
980,0.5676
981,0.5695
982,0.5634
983,0.5501
984,0.6284
985,0.5655
986,0.5531
987,0.5792
988,0.5364
989,0.4922
990,0.4636
991,0.4864
992,0.522
993,0.5064
994,0.497
995,0.5152
996,0.5186
997,0.5705
998,0.5891
999,0.48
