,atds
1691,0.4218
1692,0.5785
1693,0.3755
1694,0.4599
1695,0.4302
1696,0.5749
1697,0.5712
1698,0.5418
1699,0.5946
1700,0.5153
1701,0.4718
1702,0.5672
1703,0.5925
1704,0.515
1705,0.5292
1706,0.5326
1707,0.5124
1708,0.5673
1709,0.6196
1710,0.606
1711,0.5414
1712,0.5827
1713,0.5761
1714,0.5676
1715,0.5914
1716,0.5002
1717,0.5099
1718,0.5608
1719,0.6256
1720,0.4512
1721,0.5457
1722,0.5873
1723,0.5758
1724,0.5122
1725,0.6086
1726,0.5188
1727,0.6041
1728,0.5533
1729,0.6005
1730,0.594
1731,0.491
1732,0.5143
1733,0.5566
1734,0.5436
1735,0.6245
1736,0.5273
1737,0.5227
1738,0.5496
1739,0.5638
1740,0.5633
1741,0.5808
1742,0.572
1743,0.6171
1744,0.5654
1745,0.5713
1746,0.5544
1747,0.5435
1748,0.58
1749,0.5928
1750,0.5165
1751,0.5634
1752,0.6162
1753,0.6265
1754,0.5618
1755,0.5995
1756,0.5985
1757,0.6158
1758,0.5135
1759,0.5911
1760,0.5138
1761,0.5705
1762,0.5985
1763,0.5701
1764,0.581
1765,0.5647
1766,0.5353
1767,0.5124
1768,0.5153
1769,0.5924
1770,0.5148
1771,0.5553
1772,0.5508
1773,0.5391
1774,0.5449
1775,0.5605
1776,0.5489
1777,0.5837
1778,0.5846
1779,0.5099
1780,0.6022
1781,0.575
1782,0.5797
1783,0.5487
1784,0.5108
1785,0.4205
1786,0.5488
1787,0.5469
1788,0.5906
1789,0.5989
1790,0.5967
1791,0.5844
1792,0.5944
1793,0.5598
1794,0.4916
1795,0.5919
1796,0.6279
1797,0.554
1798,0.5757
1799,0.5482
1800,0.5504
1801,0.6066
1802,0.6133
1803,0.5973
1804,0.5677
1805,0.5406
1806,0.5754
1807,0.5173
1808,0.5117
1809,0.5238
1810,0.6261
1811,0.6331
1812,0.523
1813,0.5813
1814,0.5837
1815,0.4843
1816,0.5261
1817,0.6053
1818,0.5966
1819,0.5673
1820,0.5685
1821,0.5744
1822,0.5799
1823,0.6066
1824,0.5682
1825,0.538
1826,0.5992
1827,0.5478
1828,0.5825
1829,0.5669
1830,0.5847
1831,0.6001
1832,0.485
1833,0.5196
1834,0.5919
1835,0.4994
1836,0.4448
1837,0.5705
1838,0.5917
1839,0.587
1840,0.605
1841,0.5381
1842,0.6087
1843,0.5872
1844,0.5184
1845,0.5735
1846,0.6106
1847,0.5826
1848,0.5348
1849,0.5892
1850,0.593
1851,0.5315
1852,0.5398
1853,0.5644
1854,0.5527
1855,0.5636
1856,0.5877
1857,0.5812
1858,0.5614
1859,0.4606
1860,0.5369
1861,0.6529
1862,0.4982
1863,0.5264
1864,0.5651
1865,0.4947
1866,0.4419
1867,0.5101
1868,0.4645
1869,0.5657
1870,0.585
1871,0.5706
1872,0.6092
1873,0.5585
1874,0.6086
1875,0.5318
1876,0.6049
1877,0.6132
1878,0.5821
1879,0.4839
1880,0.523
1881,0.5518
1882,0.6072
1883,0.5365
1884,0.558
1885,0.5467
1886,0.6117
1887,0.485
1888,0.5131
1889,0.5174
1890,0.532
1891,0.6473
1892,0.5314
1893,0.5633
1894,0.5686
1895,0.5579
