,atds
869,0.6706
870,0.653
871,0.652
872,0.5932
873,0.6155
874,0.6285
875,0.5827
876,0.607
877,0.642
878,0.643
879,0.6329
880,0.6412
881,0.6495
882,0.6591
883,0.6358
884,0.6514
885,0.6976
886,0.6056
887,0.6715
888,0.67
889,0.6661
890,0.6032
891,0.6756
892,0.6656
893,0.6375
894,0.6391
895,0.6369
896,0.6698
897,0.6191
898,0.6036
899,0.6485
900,0.612
901,0.6443
902,0.6438
903,0.6552
904,0.6719
905,0.6522
906,0.6529
907,0.6362
908,0.6142
909,0.6727
910,0.6501
911,0.6241
912,0.6564
913,0.6316
914,0.6418
915,0.6532
916,0.6416
917,0.6263
918,0.6167
919,0.6032
920,0.6508
921,0.6659
922,0.6515
923,0.6576
924,0.6491
925,0.6396
926,0.6384
927,0.6314
928,0.6524
929,0.6615
930,0.6614
931,0.591
932,0.6505
933,0.6357
934,0.5999
935,0.7023
936,0.6694
937,0.6318
938,0.6488
939,0.6718
940,0.6405
941,0.6422
942,0.6309
943,0.6555
944,0.6446
945,0.6439
946,0.6744
947,0.669
948,0.6095
949,0.6693
950,0.6506
951,0.5577
952,0.5976
953,0.6573
954,0.637
955,0.6545
956,0.5964
957,0.5872
958,0.6213
959,0.6017
960,0.6309
961,0.6664
962,0.6043
963,0.6362
964,0.6278
965,0.6367
966,0.6823
967,0.6251
968,0.6297
969,0.652
970,0.6305
971,0.6497
972,0.6484
973,0.6446
974,0.6421
975,0.6307
976,0.652
977,0.6703
978,0.6785
979,0.5959
980,0.6401
981,0.6446
982,0.6482
983,0.6063
984,0.6558
985,0.645
986,0.6536
987,0.6509
988,0.6514
989,0.65
990,0.6567
991,0.6544
992,0.6598
993,0.6289
994,0.5965
995,0.6089
996,0.6412
997,0.6555
998,0.6552
999,0.6564
1000,0.6375
1001,0.6279
1002,0.635
1003,0.6752
1004,0.6606
1005,0.6637
1006,0.658
1007,0.6408
1008,0.6465
1009,0.6562
1010,0.6489
1011,0.6679
1012,0.6597
1013,0.6612
1014,0.6271
1015,0.6574
1016,0.5869
1017,0.6592
1018,0.6447
1019,0.6553
1020,0.5944
1021,0.6581
1022,0.6514
1023,0.6731
